stdno,schoolyear,term,course,section,units,grade,courserank,contrib
2012-31052,2015,FIRST,MATH 1(MST),Z,3,,4,1.0000,
2012-31052,2015,FIRST,PI 10(SSP),B-2R,3,,5,1.0000,
2012-31052,2015,FIRST,PHLO 1(SSP),W2-4R,3,,6,1.0000,
2012-31052,2015,FIRST,ENG 2(AH),U-1R,3,,7,1.0000,
2011-09278,2015,FIRST,MCB 180,B-2L,3,,1,1.0000,
2011-09278,2015,FIRST,MCB 130,AB-2L,4,,2,1.0000,
2011-09278,2015,FIRST,PHLO 1(SSP),W1-5R,3,,3,1.0000,
2011-09278,2015,FIRST,STAT 162,G-7L,3,,4,1.0000,
2013-58172,2015,FIRST,NSTP 1,DC-GH,0,,2,1.0000,
2013-58172,2015,FIRST,PHYS 81,ABST-6L,5,,3,1.0000,
2013-58172,2015,FIRST,SPCM 1(AH),F-4R,3,,4,1.0000,
2013-58172,2015,FIRST,MATH 38,T-2R,3,,5,1.0000,
2013-58172,2015,FIRST,PI 10(SSP),H-1R,3,,6,1.0000,
2013-07301,2015,FIRST,NSTP 1,HE-EF2,0,,1,1.0000,
2013-07301,2015,FIRST,ENG 1(AH),U-6R,3,,3,1.0000,
2013-07301,2015,FIRST,MATH 14,S-3R,3,,4,1.0000,
2013-07301,2015,FIRST,CRSC 1,Y-6L,3,,5,1.0000,
2013-07301,2015,FIRST,BIO 2,W-2L,3,,6,1.0000,
2013-07301,2015,FIRST,ECON 11,U-5R,3,,7,1.0000,
2013-48318,2015,FIRST,NSTP 1,DC-GH,0,,1,1.0000,
2013-48318,2015,FIRST,ENSC 21,T,3,,3,1.0000,
2013-48318,2015,FIRST,PSY 1(SSP),C-2R,3,,4,1.0000,
2013-48318,2015,FIRST,PHYS 82,DV-5L,5,,5,1.0000,
2013-48318,2015,FIRST,ENSC 10b,7L,2,,6,1.0000,
2012-19272,2015,FIRST,FPPS 11,ST1-1L,3,,1,1.0000,
2012-19272,2015,FIRST,FBS 21,A-5L,4,,2,1.0000,
2012-19272,2015,FIRST,FRM 117,Y,3,,3,1.0000,
2012-19272,2015,FIRST,HUM 2(AH),B-2R,3,,4,1.0000,
2011-35776,2015,FIRST,PE 1,YZ1,0,,1,1.0000,
2011-35776,2015,FIRST,STAT 1,S-1L,3,,2,1.0000,
2011-35776,2015,FIRST,ENSC 11,Y,3,,3,1.0000,
2011-35776,2015,FIRST,MATH 28,T-4R,3,,4,1.0000,
2011-35776,2015,FIRST,ABE 70,G-2L,3,,5,1.0000,
2010-51596,2015,FIRST,HUM 1(AH),X,3,,1,1.0000,
2010-51596,2015,FIRST,ENG 10,C-3R,3,,2,1.0000,
2010-51596,2015,FIRST,SFI 120,A-2L,3,,3,1.0000,
2010-51596,2015,FIRST,FBS 45,U-4L,4,,4,1.0000,
2013-67935,2015,FIRST,MATH 101,Y-6L,3,,1,1.0000,
2013-67935,2015,FIRST,SPCM 1(AH),U1-2R,3,,2,1.0000,
2013-67935,2015,FIRST,MATH 38,T-4R,3,,3,1.0000,
2013-67935,2015,FIRST,PI 10(SSP),B-2R,3,,4,1.0000,
2013-67935,2015,FIRST,HUME 10(SSP),S-1R,3,,5,1.0000,
2011-19516,2015,FIRST,CMSC 137,B-2L,3,,1,1.0000,
2011-19516,2015,FIRST,CMSC 150,EF-6L,3,,2,1.0000,
2011-19516,2015,FIRST,PSY 1(SSP),X2-5R,3,,3,1.0000,
2011-19516,2015,FIRST,ENG 2(AH),Y-6R,3,,4,1.0000,
2011-19516,2015,FIRST,SPCM 1(AH),Y-1R,3,,5,1.0000,
2014-28189,2015,FIRST,NSTP 1,EM2,0,,1,1.0000,
2014-28189,2015,FIRST,CHEM 15.0,G,3,,2,1.0000,
2014-28189,2015,FIRST,CHEM 15.1,33L+,2,,3,1.0000,
2014-28189,2015,FIRST,CRSC 2,UV-6L,3,,4,1.0000,
2014-28189,2015,FIRST,ENG 1(AH),W2-2R,3,,5,1.0000,
2014-28189,2015,FIRST,ECON 11,C-7R,3,,6,1.0000,
2011-22195,2015,FIRST,VMCB 121,E-3L,4,,1,1.0000,
2011-22195,2015,FIRST,PSY 1(SSP),X2-6R,3,,2,1.0000,
2011-22195,2015,FIRST,VETA 103,G-3L,3,,3,1.0000,
2011-22195,2015,FIRST,VPHY 141,W-5L,4,,4,1.0000,
2012-09293,2015,FIRST,EE 1,GH-5L,3,,1,1.0000,
2012-09293,2015,FIRST,ABE 31,B-2L,2,,2,1.0000,
2012-09293,2015,FIRST,ENSC 21,U,3,,3,1.0000,
2012-09293,2015,FIRST,ENSC 16,W,3,,5,1.0000,
2012-09293,2015,FIRST,ENSC 18,D-2L,3,,6,1.0000,
2012-20854,2015,FIRST,MATH 181,V,3,,4,1.0000,
2012-20854,2015,FIRST,MATH 174,B-4L,3,,5,1.0000,
2012-20854,2015,FIRST,JAP 10,T2,3,,6,1.0000,
2012-20854,2015,FIRST,HUM 3(AH),F,3,,0,0.0000,
2012-20854,2015,FIRST,NASC 3(MST),EF-4R,3,,0,0.0000,
2011-21525,2015,FIRST,ENG 2(AH),U-5R,3,,1,1.0000,
2011-21525,2015,FIRST,ENSC 11,E,3,,2,1.0000,
2011-21525,2015,FIRST,HIST 1(SSP),D-4R,3,,3,1.0000,
2011-21525,2015,FIRST,ENSC 21,T,3,,4,1.0000,
2008-17576,2015,FIRST,ENSC 16,Y,3,,2,1.0000,
2008-17576,2015,FIRST,ENSC 13,T,3,,3,1.0000,
2008-17576,2015,FIRST,ENG 10,B-3R,3,,4,1.0000,
2008-17576,2015,FIRST,HUM 2(AH),F-1R,3,,5,1.0000,
2010-97201,2015,FIRST,VETA 103,B-2L,3,,1,1.0000,
2010-97201,2015,FIRST,VETA 101,GH-3L,5,,2,1.0000,
2010-97201,2015,FIRST,STAT 162,G-7L,3,,3,1.0000,
2010-97201,2015,FIRST,CHEM 160,V,3,,4,1.0000,
2009-46635,2015,FIRST,HNF 42,A-3L,4,,1,1.0000,
2009-46635,2015,FIRST,HNF 123,U-1L,3,,2,1.0000,
2009-46635,2015,FIRST,HNF 132,UV-1L,3,,3,1.0000,
2013-67100,2015,FIRST,ENG 1(AH),X2-6R,3,,1,1.0000,
2013-67100,2015,FIRST,IT 1(MST),V-3L,3,,2,1.0000,
2013-67100,2015,FIRST,SPCM 1(AH),Y-2R,3,,3,1.0000,
2013-67100,2015,FIRST,PI 10(SSP),H-4R,3,,4,1.0000,
2013-67100,2015,FIRST,BIO 140,T,3,,5,1.0000,
